gene_id,length
Solyc01g096000,1036
Solyc01g096010,3672
Solyc01g096020,1183
Solyc01g096030,2347
Solyc01g096040,1808
Solyc01g096050,2277
Solyc01g096060,3114
Solyc01g096070,2411
Solyc01g096080,1036
Solyc01g096090,528
Solyc01g096100,1992
Solyc01g096110,7779
Solyc01g096120,1258
Solyc01g096130,995
Solyc01g096140,1871
Solyc01g096150,1003
Solyc01g096160,3432
Solyc01g096170,2526
Solyc01g096180,1099
Solyc01g096190,4551
Solyc01g096200,4444
Solyc01g096210,1917
Solyc01g096220,1170
Solyc01g096230,1841
Solyc01g096240,1221
Solyc01g096250,1224
Solyc01g096260,1046
Solyc01g096270,601
Solyc01g096280,1617
Solyc01g096290,695
Solyc01g096300,1139
Solyc01g096310,120
Solyc01g096320,1190
Solyc01g096330,608
Solyc01g096340,734
Solyc01g096350,2330
Solyc01g096360,2080
Solyc01g096370,1637
Solyc01g096380,945
Solyc01g096390,5296
Solyc01g096400,1468
Solyc01g096410,2464
Solyc01g096420,1011
Solyc01g096430,1050
Solyc01g096440,2091
Solyc01g096450,1810
Solyc01g096460,1294
Solyc01g096470,1487
Solyc01g096480,910
Solyc01g096490,5305
Solyc01g096500,2609
Solyc01g096510,754
Solyc01g096520,926
Solyc01g096530,1011
Solyc01g096540,3704
Solyc01g096550,2087
Solyc01g096560,2211
Solyc01g096570,1768
Solyc01g096580,768
Solyc01g096590,657
Solyc01g096600,2369
Solyc01g096610,1048
Solyc01g096620,1197
Solyc01g096630,907
Solyc01g096640,931
Solyc01g096650,521
Solyc01g096660,1110
Solyc01g096670,1787
Solyc01g096680,1920
Solyc01g096690,1986
Solyc01g096700,2220
Solyc01g096710,1329
Solyc01g096720,1547
Solyc01g096730,1781
Solyc01g096740,1722
Solyc01g096750,2646
Solyc01g096760,1026
Solyc01g096770,668
Solyc01g096780,1795
Solyc01g096790,387
Solyc01g096800,1466
Solyc01g096810,2074
Solyc01g096820,1760
Solyc01g096830,3839
Solyc01g096840,1981
Solyc01g096850,2630
Solyc01g096860,1332
Solyc01g096870,1943
Solyc01g096880,2032
Solyc01g096890,1920
Solyc01g096900,3291
Solyc01g096910,1735
Solyc01g096920,2412
Solyc01g096930,3767
Solyc01g096940,2598
Solyc01g096950,1890
Solyc01g096960,1560
Solyc01g096970,534
Solyc01g096980,1047
Solyc01g096990,1723
Solyc01g097000,2077
Solyc01g097010,1413
Solyc01g097020,505
Solyc01g097030,2906
Solyc01g097040,3102
Solyc01g097050,909
Solyc01g097060,630
Solyc01g097070,1176
Solyc01g097080,792
Solyc01g097090,333
Solyc01g097100,1293
Solyc01g097110,4503
Solyc01g097120,1568
Solyc01g097130,2558
Solyc01g097140,762
Solyc01g097150,546
Solyc01g097160,1746
Solyc01g097170,845
Solyc01g097180,1191
Solyc01g097190,1683
Solyc01g097200,357
Solyc01g097210,371
Solyc01g097220,1257
Solyc01g097230,988
Solyc01g097240,743
Solyc01g097250,1454
Solyc01g097260,271
Solyc01g097270,1009
Solyc01g097280,732
Solyc01g097290,1103
Solyc01g097300,702
Solyc01g097310,867
Solyc01g097320,5726
Solyc01g097330,1726
Solyc01g097340,1552
Solyc01g097350,1316
Solyc01g097360,534
Solyc01g097370,1431
Solyc01g097380,1002
Solyc01g097390,1349
Solyc01g097400,828
Solyc01g097410,150
Solyc01g097420,663
Solyc01g097430,2702
Solyc01g097440,2571
Solyc01g097450,812
Solyc01g097460,2024
Solyc01g097470,906
Solyc01g097480,414
Solyc01g097490,777
Solyc01g097500,2320
Solyc01g097510,1258
Solyc01g097520,1144
Solyc01g097530,324
Solyc01g097540,1210
Solyc01g097550,1203
Solyc01g097560,351
Solyc01g097570,782
Solyc01g097580,456
Solyc01g097590,1087
Solyc01g097600,1293
Solyc01g097610,1285
Solyc01g097620,219
Solyc01g097630,882
Solyc01g097640,4103
Solyc01g097650,1562
Solyc01g097660,653
Solyc01g097670,2748
Solyc01g097680,980
Solyc01g097690,1016
Solyc01g097700,957
Solyc01g097710,1092
Solyc01g097720,1089
Solyc01g097730,1704
Solyc01g097740,1360
Solyc01g097750,603
Solyc01g097760,1126
Solyc01g097770,3329
Solyc01g097780,429
Solyc01g097790,1337
Solyc01g097800,1270
Solyc01g097810,2250
Solyc01g097820,1088
Solyc01g097830,1267
Solyc01g097840,2864
Solyc01g097850,519
Solyc01g097860,1333
Solyc01g097870,925
Solyc01g097880,935
Solyc01g097890,1715
Solyc01g097900,348
Solyc01g097910,1083
Solyc01g097920,1151
Solyc01g097930,1193
Solyc01g097940,591
Solyc01g097950,1256
Solyc01g097960,984
Solyc01g097970,722
Solyc01g097980,3454
Solyc01g097990,487
Solyc01g098000,1000
Solyc01g098010,697
Solyc01g098020,721
Solyc01g098030,1868
Solyc01g098040,1431
Solyc01g098050,483
Solyc01g098060,459
Solyc01g098070,468
Solyc01g098080,2180
Solyc01g098090,2817
Solyc01g098100,790
Solyc01g098110,2273
Solyc01g098120,1274
Solyc01g098130,650
Solyc01g098140,2256
Solyc01g098150,2636
Solyc01g098160,2266
Solyc01g098170,3987
Solyc01g098180,2688
Solyc01g098190,2216
Solyc01g098200,1544
Solyc01g098210,1266
Solyc01g098220,726
Solyc01g098230,1923
Solyc01g098240,4584
Solyc01g098250,3346
Solyc01g098260,150
Solyc01g098270,1044
Solyc01g098280,1043
Solyc01g098290,219
Solyc01g098300,1230
Solyc01g098310,1371
Solyc01g098320,1118
Solyc01g098330,1233
Solyc01g098340,2938
Solyc01g098350,1744
Solyc01g098360,159
Solyc01g098370,2814
Solyc01g098380,1392
Solyc01g098390,1782
Solyc01g098400,892
Solyc01g098410,1960
Solyc01g098420,372
Solyc01g098430,3579
Solyc01g098440,1473
Solyc01g098450,2890
Solyc01g098460,1787
Solyc01g098470,465
Solyc01g098480,1818
Solyc01g098490,1541
Solyc01g098500,1656
Solyc01g098510,536
Solyc01g098520,313
Solyc01g098530,345
Solyc01g098540,552
Solyc01g098550,1336
Solyc01g098560,1771
Solyc01g098570,1174
Solyc01g098580,1264
Solyc01g098590,1144
Solyc01g098600,1263
Solyc01g098610,2103
Solyc01g098620,769
Solyc01g098630,1188
Solyc01g098640,1269
Solyc01g098650,1541
Solyc01g098660,311
Solyc01g098670,1242
Solyc01g098680,2911
Solyc01g098690,3101
Solyc01g098700,1942
Solyc01g098710,2271
Solyc01g098720,1231
Solyc01g098730,950
Solyc01g098740,1701
Solyc01g098750,1341
Solyc01g098760,1727
Solyc01g098770,1284
Solyc01g098780,796
Solyc01g098790,1464
Solyc01g098800,1988
Solyc01g098810,1110
Solyc01g098820,1806
Solyc01g098830,1080
Solyc01g098840,1657
Solyc01g098850,1225
Solyc01g098860,799
Solyc01g098870,3975
Solyc01g098880,1806
Solyc01g098890,246
Solyc01g098900,1244
Solyc01g098910,1395
Solyc01g098920,2358
Solyc01g098930,982
Solyc01g098940,1705
Solyc01g098950,837
Solyc01g098960,1668
Solyc01g098970,1659
Solyc01g098980,4991
Solyc01g098990,1257
Solyc01g099000,2004
Solyc01g099010,1443
Solyc01g099020,1377
Solyc01g099030,1568
Solyc01g099040,1620
Solyc01g099050,1290
Solyc01g099060,1143
Solyc01g099070,237
Solyc01g099080,1216
Solyc01g099090,3295
Solyc01g099100,2618
Solyc01g099110,2444
Solyc01g099120,1207
Solyc01g099130,1275
Solyc01g099140,1651
Solyc01g099150,2766
Solyc01g099160,2955
Solyc01g099170,2271
Solyc01g099180,2790
Solyc01g099190,3005
Solyc01g099200,2848
Solyc01g099210,2735
Solyc01g099220,6164
Solyc01g099230,2673
Solyc01g099240,1251
Solyc01g099250,2658
Solyc01g099260,1171
Solyc01g099270,1560
Solyc01g099280,1954
Solyc01g099290,1462
Solyc01g099300,2429
Solyc01g099310,1504
Solyc01g099320,537
Solyc01g099330,2208
Solyc01g099340,1730
Solyc01g099350,2639
Solyc01g099360,3491
Solyc01g099370,1395
Solyc01g099380,933
Solyc01g099390,1319
Solyc01g099400,1243
Solyc01g099410,701
Solyc01g099420,288
Solyc01g099430,398
Solyc01g099440,452
Solyc01g099450,628
Solyc01g099460,2553
Solyc01g099470,774
Solyc01g099480,452
Solyc01g099490,234
Solyc01g099500,753
Solyc01g099510,414
Solyc01g099520,808
Solyc01g099530,4016
Solyc01g099540,655
Solyc01g099560,974
Solyc01g099570,664
Solyc01g099580,1728
Solyc01g099590,943
Solyc01g099600,1516
Solyc01g099610,294
Solyc01g099620,2846
Solyc01g099630,1315
Solyc01g099640,342
Solyc01g099650,3199
Solyc01g099660,2123
Solyc01g099670,947
Solyc01g099680,1009
Solyc01g099690,1387
Solyc01g099700,1704
Solyc01g099710,1633
Solyc01g099720,1307
Solyc01g099730,938
Solyc01g099740,774
Solyc01g099750,1701
Solyc01g099760,1691
Solyc01g099770,922
Solyc01g099780,854
Solyc01g099790,1961
Solyc01g099800,747
Solyc01g099810,911
Solyc01g099820,683
Solyc01g099830,797
Solyc01g099840,885
Solyc01g099850,1212
Solyc01g099860,1465
Solyc01g099870,558
Solyc01g099880,1178
Solyc01g099890,1001
Solyc01g099900,729
Solyc01g099910,1170
Solyc01g099920,977
Solyc01g099930,995
Solyc01g099940,1962
Solyc01g099950,1563
Solyc01g099960,1748
Solyc01g099970,2128
Solyc01g099980,2228
Solyc01g099990,1117
Solyc01g100000,1139
Solyc01g100010,1080
Solyc01g100020,3603
Solyc01g100030,1058
Solyc01g100040,1313
Solyc01g100050,4013
Solyc01g100060,1465
Solyc01g100070,1046
Solyc01g100080,1061
Solyc01g100090,621
Solyc01g100100,573
Solyc01g100110,1793
Solyc01g100120,3464
Solyc01g100130,3337
Solyc01g100140,1244
Solyc01g100150,570
Solyc01g100160,942
Solyc01g100170,1375
Solyc01g100180,1554
Solyc01g100190,1967
Solyc01g100200,2465
Solyc01g100210,1409
Solyc01g100220,676
Solyc01g100230,1057
Solyc01g100240,2355
Solyc01g100250,1327
Solyc01g100260,1869
Solyc01g100270,2097
Solyc01g100280,2336
Solyc01g100290,3082
Solyc01g100300,757
Solyc01g100310,1383
Solyc01g100320,1419
Solyc01g100330,1173
Solyc01g100340,1598
Solyc01g100350,1117
Solyc01g100360,2184
Solyc01g100370,945
Solyc01g100380,1621
Solyc01g100390,2696
Solyc01g100400,1044
Solyc01g100410,1241
Solyc01g100420,1982
Solyc01g100430,1414
Solyc01g100440,1563
Solyc01g100450,1818
Solyc01g100460,1273
Solyc01g100470,895
Solyc01g100480,1279
Solyc01g100490,1236
Solyc01g100500,1896
Solyc01g100510,1263
Solyc01g100520,1311
Solyc01g100530,3369
Solyc01g100540,1939
Solyc01g100570,1986
Solyc01g100580,1813
Solyc01g100590,1413
Solyc01g100600,1705
Solyc01g100610,2238
Solyc01g100620,1236
Solyc01g100630,159
Solyc01g100640,696
Solyc01g100650,3624
Solyc01g100660,797
Solyc01g100670,495
Solyc01g100680,609
Solyc01g100690,871
Solyc01g100700,802
Solyc01g100710,440
Solyc01g100720,2090
Solyc01g100730,2197
Solyc01g100740,1825
Solyc01g100750,746
Solyc01g100760,753
Solyc01g100770,768
Solyc01g100780,1171
Solyc01g100790,2238
Solyc01g100800,1827
Solyc01g100810,2510
Solyc01g100820,1616
Solyc01g100830,957
Solyc01g100840,742
Solyc01g100850,1454
Solyc01g100860,1016
Solyc01g100870,1088
Solyc01g100880,1261
Solyc01g100890,1388
Solyc01g100900,1389
Solyc01g100910,1396
Solyc01g100920,1529
Solyc01g100930,1512
Solyc01g100940,701
Solyc01g100950,1362
Solyc01g100960,1550
Solyc01g100970,1125
Solyc01g100980,1901
Solyc01g100990,742
Solyc01g101000,1751
Solyc01g101010,2264
Solyc01g101020,3428
Solyc01g101030,3433
Solyc01g101040,1852
Solyc01g101050,1025
Solyc01g101060,1659
Solyc01g101070,4502
Solyc01g101080,666
Solyc01g101090,1595
Solyc01g101100,2105
Solyc01g101110,2180
Solyc01g101120,1572
Solyc01g101130,1340
Solyc01g101140,2208
Solyc01g101150,1602
Solyc01g101160,1505
Solyc01g101170,1786
Solyc01g101180,1675
Solyc01g101190,1849
Solyc01g101200,189
Solyc01g101210,1694
Solyc01g101220,507
Solyc01g101240,1803
Solyc01g101250,1312
Solyc01g101260,736
Solyc01g102260,847
Solyc01g102270,546
Solyc01g102280,838
Solyc01g102290,595
Solyc01g102300,2676
Solyc01g102310,2736
Solyc01g102320,1194
Solyc01g102330,1265
Solyc01g102340,1856
Solyc01g102350,1826
Solyc01g102360,1830
Solyc01g102370,1624
Solyc01g102380,906
Solyc01g102390,1122
Solyc01g102400,1123
Solyc01g102410,2717
Solyc01g102420,327
Solyc01g102430,445
Solyc01g102440,473
Solyc01g102450,410
Solyc01g102460,708
Solyc01g102470,1187
Solyc01g102480,1929
Solyc01g102490,2017
Solyc01g102500,1759
Solyc01g102510,4421
Solyc01g102520,1746
Solyc01g102530,1338
Solyc01g102540,3589
Solyc01g102550,1508
Solyc01g102560,1178
Solyc01g102570,1237
Solyc01g102580,2515
Solyc01g102590,1457
Solyc01g102600,1350
Solyc01g102610,2561
Solyc01g102620,297
Solyc01g102630,873
Solyc01g102640,181
Solyc01g102650,360
Solyc01g102660,1262
Solyc01g102670,1730
Solyc01g102680,3123
Solyc01g102690,2522
Solyc01g102700,3096
Solyc01g102710,3318
Solyc01g102720,1131
Solyc01g102730,1170
Solyc01g102740,1564
Solyc01g102750,1289
Solyc01g102760,1244
Solyc01g102770,189
Solyc01g102790,2381
Solyc01g102800,3131
Solyc01g102810,4047
Solyc01g102820,1221
Solyc01g102830,838
Solyc01g102840,2438
Solyc01g102850,3720
Solyc01g102860,1110
Solyc01g102870,2400
Solyc01g102880,5538
Solyc01g102890,1042
Solyc01g102900,1020
Solyc01g102910,976
Solyc01g102920,1059
Solyc01g102930,1062
Solyc01g102940,3563
Solyc01g102950,2078
Solyc01g102960,880
Solyc01g102970,2788
Solyc01g102980,1458
Solyc01g102990,2078
Solyc01g103000,186
Solyc01g103010,4044
Solyc01g103020,1351
Solyc01g103030,2168
Solyc01g103040,2443
Solyc01g103050,2808
Solyc01g103060,688
Solyc01g103070,950
Solyc01g103080,3406
Solyc01g103090,2701
Solyc01g103100,1209
Solyc01g103110,1738
Solyc01g103120,1169
Solyc01g103130,1824
Solyc01g103140,2767
Solyc01g103150,1921
Solyc01g103160,3198
Solyc01g103170,1802
Solyc01g103180,2096
Solyc01g103190,537
Solyc01g103200,1116
Solyc01g103210,897
Solyc01g103220,738
Solyc01g103230,3063
Solyc01g103240,1613
Solyc01g103250,1981
Solyc01g103260,587
Solyc01g103270,473
Solyc01g103280,523
Solyc01g103290,166
Solyc01g103300,300
Solyc01g103310,278
Solyc01g103320,1161
Solyc01g103330,326
Solyc01g103340,1459
Solyc01g103350,2666
Solyc01g103360,1033
Solyc01g103370,969
Solyc01g103380,1029
Solyc01g103390,1475
Solyc01g103400,888
Solyc01g103410,1419
Solyc01g103420,1927
Solyc01g103430,1905
Solyc01g103440,2022
Solyc01g103450,2613
Solyc01g103460,1074
Solyc01g103470,1040
Solyc01g103480,2037
Solyc01g103490,2337
Solyc01g103500,848
Solyc01g103510,1614
Solyc01g103530,3569
Solyc01g103540,2124
Solyc01g103550,936
Solyc01g103560,1481
Solyc01g103570,2299
Solyc01g103580,806
Solyc01g103590,1058
Solyc01g103600,405
Solyc01g103610,1970
Solyc01g103620,1387
Solyc01g103630,650
Solyc01g103640,1072
Solyc01g103650,1623
Solyc01g103660,1838
Solyc01g103670,1946
Solyc01g103680,1970
Solyc01g103690,4737
Solyc01g103700,1017
Solyc01g103710,1294
Solyc01g103720,854
Solyc01g103730,613
Solyc01g103740,1717
Solyc01g103750,1711
Solyc01g103760,1676
Solyc01g103770,616
Solyc01g103780,1546
Solyc01g103790,478
Solyc01g103800,870
Solyc01g103810,351
Solyc01g103820,285
Solyc01g103830,633
Solyc01g103840,255
Solyc01g103850,1286
Solyc01g103860,1440
Solyc01g103870,378
Solyc01g103880,371
Solyc01g103890,1779
Solyc01g103900,542
Solyc01g103910,2094
Solyc01g103920,755
Solyc01g103930,2256
Solyc01g103940,1880
Solyc01g103950,1967
Solyc01g103960,3852
Solyc01g103970,1284
Solyc01g103980,1460
Solyc01g103990,4050
Solyc01g104000,2409
Solyc01g104010,1076
Solyc01g104020,921
Solyc01g104030,2841
Solyc01g104040,5472
Solyc01g104050,2415
Solyc01g104060,1630
Solyc01g104070,3516
Solyc01g104080,1345
Solyc01g104090,2144
Solyc01g104100,1369
Solyc01g104110,1364
Solyc01g104120,891
Solyc01g104130,1896
Solyc01g104140,2581
Solyc01g104150,251
Solyc01g104160,1322
Solyc01g104170,1383
Solyc01g104180,1098
Solyc01g104190,805
Solyc01g104200,1556
Solyc01g104210,1241
Solyc01g104220,1067
Solyc01g104230,1327
Solyc01g104240,2011
Solyc01g104250,1294
Solyc01g104260,993
Solyc01g104270,2162
Solyc01g104280,1170
Solyc01g104290,951
Solyc01g104300,2855
Solyc01g104310,1789
Solyc01g104320,1239
Solyc01g104330,153
Solyc01g104340,732
Solyc01g104350,1629
Solyc01g104360,141
Solyc01g104370,658
Solyc01g104380,465
Solyc01g104390,369
Solyc01g104400,714
Solyc01g104410,1666
Solyc01g104420,219
Solyc01g104430,564
Solyc01g104440,93
Solyc01g104450,147
Solyc01g104460,1108
Solyc01g104470,1033
Solyc01g104480,2505
Solyc01g104490,6418
Solyc01g104500,941
Solyc01g104510,1706
Solyc01g104520,510
Solyc01g104530,2466
Solyc01g104540,2053
Solyc01g104550,1742
Solyc01g104560,1521
Solyc01g104570,2169
Solyc01g104580,1131
Solyc01g104590,1461
Solyc01g104600,983
Solyc01g104610,534
Solyc01g104620,460
Solyc01g104630,2474
Solyc01g104640,2755
Solyc01g104650,1451
Solyc01g104660,1628
Solyc01g104670,1761
Solyc01g104680,1124
Solyc01g104690,502
Solyc01g104700,1140
Solyc01g104710,773
Solyc01g104720,472
Solyc01g104730,745
Solyc01g104740,898
Solyc01g104750,1567
Solyc01g104760,1282
Solyc01g104770,1597
Solyc01g104780,844
Solyc01g104790,1927
Solyc01g104800,859
Solyc01g104810,898
Solyc01g104820,719
Solyc01g104830,800
Solyc01g104840,1082
Solyc01g104850,1819
Solyc01g104860,1052
Solyc01g104870,2156
Solyc01g104880,2290
Solyc01g104890,342
Solyc01g104900,1007
Solyc01g104910,2479
Solyc01g104920,2698
Solyc01g104930,552
Solyc01g104940,960
Solyc01g104950,2688
Solyc01g104960,78
Solyc01g104970,2393
Solyc01g104980,1778
Solyc01g104990,1094
Solyc01g105000,903
Solyc01g105010,893
Solyc01g105020,3577
Solyc01g105030,1189
Solyc01g105040,1384
Solyc01g105050,1071
Solyc01g105060,1151
Solyc01g105070,1389
Solyc01g105080,2029
Solyc01g105090,1331
Solyc01g105100,1753
Solyc01g105110,159
Solyc01g105120,2635
Solyc01g105130,808
Solyc01g105140,1097
Solyc01g105150,3036
Solyc01g105160,2524
Solyc01g105170,1191
Solyc01g105180,1678
Solyc01g105190,266
Solyc01g105200,664
Solyc01g105210,743
Solyc01g105220,1133
Solyc01g105230,3436
Solyc01g105240,1694
Solyc01g105250,333
Solyc01g105260,480
Solyc01g105270,1306
Solyc01g105280,1326
Solyc01g105290,1664
Solyc01g105300,1283
Solyc01g105310,1359
Solyc01g105320,1370
Solyc01g105330,2863
Solyc01g105340,1692
Solyc01g105350,1467
Solyc01g105360,1747
Solyc01g105370,1416
Solyc01g105380,183
Solyc01g105390,626
Solyc01g105400,522
Solyc01g105410,1238
Solyc01g105420,752
Solyc01g105430,390
Solyc01g105440,234
Solyc01g105450,2179
Solyc01g105460,1660
Solyc01g105470,333
Solyc01g105480,582
Solyc01g105490,412
Solyc01g105500,1909
Solyc01g105510,2596
Solyc01g105520,2158
Solyc01g105530,527
Solyc01g105540,2032
Solyc01g105550,1359
Solyc01g105560,2145
Solyc01g105570,1256
Solyc01g105580,1323
Solyc01g105590,1403
Solyc01g105600,975
Solyc01g105610,675
Solyc01g105620,1428
Solyc01g105630,640
Solyc01g105640,246
Solyc01g105650,1088
Solyc01g105660,1501
Solyc01g105670,2096
Solyc01g105680,2480
Solyc01g105690,1235
Solyc01g105700,724
Solyc01g105710,856
Solyc01g105720,1681
Solyc01g105730,2949
Solyc01g105740,1908
Solyc01g105750,447
Solyc01g105760,258
Solyc01g105770,1507
Solyc01g105780,2483
Solyc01g105790,843
Solyc01g105800,1151
Solyc01g105810,1675
Solyc01g105820,3674
Solyc01g105830,3238
Solyc01g105840,292
Solyc01g105850,1039
Solyc01g105860,860
Solyc01g105870,1830
Solyc01g105880,2039
Solyc01g105890,2054
Solyc01g105900,1698
Solyc01g105910,396
Solyc01g105920,1839
Solyc01g105930,306
Solyc01g105940,650
Solyc01g105950,1028
Solyc01g105960,1159
Solyc01g105970,906
Solyc01g105980,1065
Solyc01g105990,2687
Solyc01g106000,1093
Solyc01g106010,1505
Solyc01g106020,2229
Solyc01g106030,1332
Solyc01g106040,1161
Solyc01g106050,2968
Solyc01g106060,1083
Solyc01g106070,609
Solyc01g106080,1859
Solyc01g106090,1153
Solyc01g106100,1341
Solyc01g106110,747
Solyc01g106120,980
Solyc01g106130,1134
Solyc01g106140,1266
Solyc01g106150,1161
Solyc01g106160,2163
Solyc01g106170,629
Solyc01g106180,558
Solyc01g106190,1284
Solyc01g106200,597
Solyc01g106210,2482
Solyc01g106220,4046
Solyc01g106230,1665
Solyc01g106240,4046
Solyc01g106250,1191
Solyc01g106260,2439
Solyc01g106270,501
Solyc01g106280,2214
Solyc01g106290,546
Solyc01g106300,246
Solyc01g106310,422
Solyc01g106320,1867
Solyc01g106330,2105
Solyc01g106340,2106
Solyc01g106350,2146
Solyc01g106360,2324
Solyc01g106370,1417
Solyc01g106380,669
Solyc01g106390,2152
Solyc01g106400,751
Solyc01g106410,3495
Solyc01g106420,2174
Solyc01g106430,1305
Solyc01g106440,2169
Solyc01g106450,1406
Solyc01g106460,1008
Solyc01g106470,1964
Solyc01g106480,1548
Solyc01g106490,180
Solyc01g106500,2541
Solyc01g106510,1464
Solyc01g106520,1068
Solyc01g106530,1044
Solyc01g106540,2162
Solyc01g106550,402
Solyc01g106560,1288
Solyc01g106570,1651
Solyc01g106580,1315
Solyc01g106590,1473
Solyc01g106600,760
Solyc01g106610,976
Solyc01g106620,896
Solyc01g106630,893
Solyc01g106640,603
Solyc01g106650,1044
Solyc01g106660,2973
Solyc01g106670,1545
Solyc01g106680,2010
Solyc01g106690,1758
Solyc01g106700,1011
Solyc01g106710,666
Solyc01g106720,636
Solyc01g106730,666
Solyc01g106740,2397
Solyc01g106750,2355
Solyc01g106760,452
Solyc01g106770,7858
Solyc01g106780,2228
Solyc01g106790,1040
Solyc01g106800,1704
Solyc01g106810,995
Solyc01g106820,2048
Solyc01g106830,465
Solyc01g106840,273
Solyc01g106850,111
Solyc01g106860,326
Solyc01g106870,1408
Solyc01g106880,1258
Solyc01g106890,537
Solyc01g106900,1845
Solyc01g106910,698
Solyc01g106920,1730
Solyc01g106930,536
Solyc01g106940,14008
Solyc01g106950,2262
Solyc01g106960,564
Solyc01g106970,1971
Solyc01g106980,3315
Solyc01g106990,1734
Solyc01g107000,1758
Solyc01g107010,2295
Solyc01g107020,940
Solyc01g107030,1306
Solyc01g107040,1548
Solyc01g107050,823
Solyc01g107060,969
Solyc01g107070,904
Solyc01g107080,1508
Solyc01g107090,706
Solyc01g107100,659
Solyc01g107110,265
Solyc01g107120,2274
Solyc01g107130,2573
Solyc01g107140,993
Solyc01g107150,1565
Solyc01g107160,1592
Solyc01g107170,1299
Solyc01g107180,2468
Solyc01g107190,952
Solyc01g107200,2130
Solyc01g107210,1109
Solyc01g107220,1167
Solyc01g107230,576
Solyc01g107240,796
Solyc01g107250,1151
Solyc01g107260,3014
Solyc01g107270,4008
Solyc01g107280,365
Solyc01g107290,1288
Solyc01g107300,1158
Solyc01g107310,1929
Solyc01g107320,2652
Solyc01g107330,889
Solyc01g107340,886
Solyc01g107350,1954
Solyc01g107360,2765
Solyc01g107370,552
Solyc01g107380,1789
Solyc01g107390,2177
Solyc01g107400,589
Solyc01g107410,3379
Solyc01g107420,461
Solyc01g107430,1100
Solyc01g107440,393
Solyc01g107450,645
Solyc01g107460,1037
Solyc01g107470,568
Solyc01g107490,738
Solyc01g107500,245
Solyc01g107510,3894
Solyc01g107520,827
Solyc01g107530,195
Solyc01g107540,840
Solyc01g107550,1738
Solyc01g107560,1794
Solyc01g107570,255
Solyc01g107580,1439
Solyc01g107590,1493
Solyc01g107600,1198
Solyc01g107610,934
Solyc01g107620,1041
Solyc01g107630,1406
Solyc01g107640,1215
Solyc01g107650,2685
Solyc01g107660,823
Solyc01g107670,1397
Solyc01g107680,253
Solyc01g107690,2010
Solyc01g107700,1388
Solyc01g107710,1270
Solyc01g107720,1327
Solyc01g107730,1586
Solyc01g107740,1267
Solyc01g107750,2406
Solyc01g107760,1667
Solyc01g107770,1068
Solyc01g107780,1597
Solyc01g107790,1220
Solyc01g107800,1480
Solyc01g107810,1626
Solyc01g107820,1869
Solyc01g107830,1846
Solyc01g107840,811
Solyc01g107850,1123
Solyc01g107860,1240
Solyc01g107870,2576
Solyc01g107880,3724
Solyc01g107890,2768
Solyc01g107900,2006
Solyc01g107910,1011
Solyc01g107920,1302
Solyc01g107930,2312
Solyc01g107940,2290
Solyc01g107950,918
Solyc01g107960,970
Solyc01g107970,915
Solyc01g107980,1561
Solyc01g107990,1671
Solyc01g108000,2131
Solyc01g108010,1618
Solyc01g108020,899
Solyc01g108030,2117
Solyc01g108040,306
Solyc01g108050,532
Solyc01g108060,162
Solyc01g108070,2043
Solyc01g108080,1463
Solyc01g108090,834
Solyc01g108100,1455
Solyc01g108110,1886
Solyc01g108120,1292
Solyc01g108130,1401
Solyc01g108140,901
Solyc01g108150,2422
Solyc01g108160,6282
Solyc01g108170,723
Solyc01g108180,2210
Solyc01g108190,1274
Solyc01g108200,1146
Solyc01g108210,1473
Solyc01g108220,126
Solyc01g108230,1430
Solyc01g108240,1288
Solyc01g108250,2347
Solyc01g108260,916
Solyc01g108270,2498
Solyc01g108280,2083
Solyc01g108290,1282
Solyc01g108300,1645
Solyc01g108310,1473
Solyc01g108320,1209
Solyc01g108330,805
Solyc01g108340,1618
Solyc01g108350,765
Solyc01g108360,878
Solyc01g108380,234
Solyc01g108390,415
Solyc01g108400,2344
Solyc01g108410,2304
Solyc01g108420,523
Solyc01g108430,1261
Solyc01g108440,1286
Solyc01g108450,1777
Solyc01g108460,2913
Solyc01g108470,1461
Solyc01g108480,1404
Solyc01g108490,1776
Solyc01g108500,1667
Solyc01g108510,1526
Solyc01g108520,948
Solyc01g108530,1425
Solyc01g108540,1175
Solyc01g108550,165
Solyc01g108560,1014
Solyc01g108570,1154
Solyc01g108580,1336
Solyc01g108590,114
Solyc01g108600,3351
Solyc01g108610,1017
Solyc01g108620,1859
Solyc01g108630,2054
Solyc01g108640,1137
Solyc01g108650,868
Solyc01g108660,1573
Solyc01g108670,9020
Solyc01g108680,1191
Solyc01g108690,375
Solyc01g108700,503
Solyc01g108710,432
Solyc01g108720,93
Solyc01g108730,336
Solyc01g108740,1018
Solyc01g108750,967
Solyc01g108760,180
Solyc01g108770,144
Solyc01g108780,994
Solyc01g108790,531
Solyc01g108800,1347
Solyc01g108810,943
Solyc01g108820,768
Solyc01g108830,246
Solyc01g108840,3178
Solyc01g108850,1377
Solyc01g108860,1399
Solyc01g108870,411
Solyc01g108880,1269
Solyc01g108890,1983
Solyc01g108900,2345
Solyc01g108910,903
Solyc01g108920,3504
Solyc01g108930,1255
Solyc01g108940,1119
Solyc01g108950,1044
Solyc01g108960,282
Solyc01g108970,393
Solyc01g108980,360
Solyc01g108990,407
Solyc01g109000,405
Solyc01g109010,1150
Solyc01g109020,573
Solyc01g109030,812
